"YEAR","COUNTY","PLACE","CFIPS","PFIPS","Total Population",
"2008","Adams County","Aurora (part)","1","4000","38,661",
"2005","Eagle County","Avon","37","4110","6,570",
"1983","Eagle County","Avon","37","4110","1,046",
"1994","Eagle County","Avon","37","4110","3,260",
"1982","Eagle County","Avon","37","4110","866",
"2006","Eagle County","Avon","37","4110","6,519",
"2001","Eagle County","Avon","37","4110","6,154",
"1988","Eagle County","Avon","37","4110","1,611",
"1992","Eagle County","Avon","37","4110","2,298",
"2000","Eagle County","Avon","37","4110","6,124",
"1997","Eagle County","Avon","37","4110","4,367",
"1995","Eagle County","Avon","37","4110","3,533",
"1996","Eagle County","Avon","37","4110","4,058",
"1993","Eagle County","Avon","37","4110","2,976",
"1981","Eagle County","Avon","37","4110","719",
"1986","Eagle County","Avon","37","4110","1,508",
"1991","Eagle County","Avon","37","4110","2,043",
"2003","Eagle County","Avon","37","4110","6,666",
"1984","Eagle County","Avon","37","4110","1,251",
"1980","Eagle County","Avon","37","4110","640",
"1999","Eagle County","Avon","37","4110","5,228",
"1998","Eagle County","Avon","37","4110","4,803",
"1987","Eagle County","Avon","37","4110","1,558",
"1985","Eagle County","Avon","37","4110","1,444",
"1990","Eagle County","Avon","37","4110","1,798",
"2002","Eagle County","Avon","37","4110","6,141",
"1989","Eagle County","Avon","37","4110","1,711",
"2004","Eagle County","Avon","37","4110","6,647",
"2008","Eagle County","Avon","37","4110","6,546",
"2007","Eagle County","Avon","37","4110","6,524",
"2009","Eagle County","Avon","37","4110","6,653",
"1983","Baca County","Baca Unincorp. Area","9","99990","2,291",
"1980","Baca County","Baca Unincorp. Area","9","99990","2,308",
"2006","Baca County","Baca Unincorp. Area","9","99990","1,528",
"2004","Baca County","Baca Unincorp. Area","9","99990","1,574",
"1992","Baca County","Baca Unincorp. Area","9","99990","1,818",
"1995","Baca County","Baca Unincorp. Area","9","99990","1,826",
"1997","Baca County","Baca Unincorp. Area","9","99990","1,843",
"1991","Baca County","Baca Unincorp. Area","9","99990","1,887",
"1998","Baca County","Baca Unincorp. Area","9","99990","1,812",
"1988","Baca County","Baca Unincorp. Area","9","99990","2,032",
"1999","Baca County","Baca Unincorp. Area","9","99990","1,787",
"1996","Baca County","Baca Unincorp. Area","9","99990","1,843",
"1985","Baca County","Baca Unincorp. Area","9","99990","2,124",
"1984","Baca County","Baca Unincorp. Area","9","99990","2,189",
"1993","Baca County","Baca Unincorp. Area","9","99990","1,811",
"2000","Baca County","Baca Unincorp. Area","9","99990","1,758",
"2001","Baca County","Baca Unincorp. Area","9","99990","1,722",
"1987","Baca County","Baca Unincorp. Area","9","99990","1,964",
"1994","Baca County","Baca Unincorp. Area","9","99990","1,826",
"1989","Baca County","Baca Unincorp. Area","9","99990","1,985",
"1982","Baca County","Baca Unincorp. Area","9","99990","2,321",
"1981","Baca County","Baca Unincorp. Area","9","99990","2,300",
"2003","Baca County","Baca Unincorp. Area","9","99990","1,627",
"1990","Baca County","Baca Unincorp. Area","9","99990","1,947",
"2002","Baca County","Baca Unincorp. Area","9","99990","1,660",
"1986","Baca County","Baca Unincorp. Area","9","99990","1,988",
"2005","Baca County","Baca Unincorp. Area","9","99990","1,539",
"2009","Baca County","Baca Unincorp. Area","9","99990","1,400",
"2007","Baca County","Baca Unincorp. Area","9","99990","1,483",
"2008","Baca County","Baca Unincorp. Area","9","99990","1,443",
"2005","Pitkin County","Basalt (part)","97","4935","881",
"1989","Eagle County","Basalt (part)","37","4935","913",
"1995","Pitkin County","Basalt (part)","97","4935","330",
"2002","Pitkin County","Basalt (part)","97","4935","817",
"1983","Pitkin County","Basalt (part)","97","4935","0",
"1987","Pitkin County","Basalt (part)","97","4935","69",
"1987","Eagle County","Basalt (part)","37","4935","750",
"1998","Eagle County","Basalt (part)","37","4935","1,413",
"1982","Pitkin County","Basalt (part)","97","4935","0",
"1986","Pitkin County","Basalt (part)","97","4935","0",
"1991","Pitkin County","Basalt (part)","97","4935","147",
"1988","Pitkin County","Basalt (part)","97","4935","117",
"1997","Eagle County","Basalt (part)","37","4935","1,371",
"1993","Eagle County","Basalt (part)","37","4935","1,106",
"1981","Eagle County","Basalt (part)","37","4935","543",
"1996","Pitkin County","Basalt (part)","97","4935","452",
"1996","Eagle County","Basalt (part)","37","4935","1,320",
"1986","Eagle County","Basalt (part)","37","4935","729",
"1980","Eagle County","Basalt (part)","37","4935","529",
"1984","Eagle County","Basalt (part)","37","4935","668",
"1991","Eagle County","Basalt (part)","37","4935","1,097",
"2003","Eagle County","Basalt (part)","37","4935","2,322",
"1992","Pitkin County","Basalt (part)","97","4935","165",
"1993","Pitkin County","Basalt (part)","97","4935","252",
"1997","Pitkin County","Basalt (part)","97","4935","498",
"1984","Pitkin County","Basalt (part)","97","4935","0",
"1985","Pitkin County","Basalt (part)","97","4935","0",
"1989","Pitkin County","Basalt (part)","97","4935","124",
"2003","Pitkin County","Basalt (part)","97","4935","845",
"1995","Eagle County","Basalt (part)","37","4935","1,192",
"1998","Pitkin County","Basalt (part)","97","4935","456",
"1980","Pitkin County","Basalt (part)","97","4935","0",
"1988","Eagle County","Basalt (part)","37","4935","815",
"2006","Eagle County","Basalt (part)","37","4935","2,537",
"1982","Eagle County","Basalt (part)","37","4935","603",
"1992","Eagle County","Basalt (part)","37","4935","1,122",
"2000","Eagle County","Basalt (part)","37","4935","2,031",
"2000","Pitkin County","Basalt (part)","97","4935","733",
"1994","Pitkin County","Basalt (part)","97","4935","284",
"1990","Eagle County","Basalt (part)","37","4935","1,084",
"2006","Pitkin County","Basalt (part)","97","4935","895",
"2001","Eagle County","Basalt (part)","37","4935","2,145",
"1981","Pitkin County","Basalt (part)","97","4935","0",
"2002","Eagle County","Basalt (part)","37","4935","2,257",
"2004","Pitkin County","Basalt (part)","97","4935","863",
"1990","Pitkin County","Basalt (part)","97","4935","126",
"1999","Pitkin County","Basalt (part)","97","4935","608",
"2004","Eagle County","Basalt (part)","37","4935","2,418",
"2005","Eagle County","Basalt (part)","37","4935","2,470",
"2001","Pitkin County","Basalt (part)","97","4935","783",
"1999","Eagle County","Basalt (part)","37","4935","1,728",
"1985","Eagle County","Basalt (part)","37","4935","713",
"1994","Eagle County","Basalt (part)","37","4935","1,126",
"1983","Eagle County","Basalt (part)","37","4935","630",
"2008","Pitkin County","Basalt (part)","97","4935","945",
"2009","Eagle County","Basalt (part)","37","4935","2,856",
"2008","Eagle County","Basalt (part)","37","4935","2,728",
"2007","Eagle County","Basalt (part)","37","4935","2,630",
"2009","Pitkin County","Basalt (part)","97","4935","972",
"2007","Pitkin County","Basalt (part)","97","4935","918",
"1994","La Plata County","Bayfield","67","5265","1,335",
"1993","La Plata County","Bayfield","67","5265","1,225",
"1995","La Plata County","Bayfield","67","5265","1,422",
"1992","La Plata County","Bayfield","67","5265","1,153",
"1984","La Plata County","Bayfield","67","5265","955",
"1991","La Plata County","Bayfield","67","5265","1,121",
"1986","La Plata County","Bayfield","67","5265","986",
"2004","La Plata County","Bayfield","67","5265","1,786",
"1985","La Plata County","Bayfield","67","5265","993",
"1996","La Plata County","Bayfield","67","5265","1,525",
"1998","La Plata County","Bayfield","67","5265","1,555",
"1982","La Plata County","Bayfield","67","5265","834",
"2000","La Plata County","Bayfield","67","5265","1,705",
"1999","La Plata County","Bayfield","67","5265","1,552",
"1980","La Plata County","Bayfield","67","5265","724",
"1990","La Plata County","Bayfield","67","5265","1,090",
"2005","La Plata County","Bayfield","67","5265","1,828",
"1989","La Plata County","Bayfield","67","5265","1,074",
"1983","La Plata County","Bayfield","67","5265","906",
"2001","La Plata County","Bayfield","67","5265","1,730",
"1987","La Plata County","Bayfield","67","5265","1,001",
"2006","La Plata County","Bayfield","67","5265","1,958",
"1981","La Plata County","Bayfield","67","5265","781",
"1997","La Plata County","Bayfield","67","5265","1,545",
"2002","La Plata County","Bayfield","67","5265","1,734",
"2003","La Plata County","Bayfield","67","5265","1,758",
"1988","La Plata County","Bayfield","67","5265","1,023",
"2007","La Plata County","Bayfield","67","5265","2,184",
"2009","La Plata County","Bayfield","67","5265","2,409",
"2008","La Plata County","Bayfield","67","5265","2,288",
"1992","Arapahoe County","Bennett (part)","5","6090","0",
"1982","Adams County","Bennett (part)","1","6090","1,231",
"1994","Adams County","Bennett (part)","1","6090","1,956",
"1994","Arapahoe County","Bennett (part)","5","6090","0",
"1988","Adams County","Bennett (part)","1","6090","1,819",
"1982","Arapahoe County","Bennett (part)","5","6090","0",
"1986","Adams County","Bennett (part)","1","6090","1,890",
"2006","Adams County","Bennett (part)","1","6090","1,921",
"2003","Arapahoe County","Bennett (part)","5","6090","217",
"2000","Arapahoe County","Bennett (part)","5","6090","8",
"1986","Arapahoe County","Bennett (part)","5","6090","0",
"1998","Adams County","Bennett (part)","1","6090","2,029",
"1981","Adams County","Bennett (part)","1","6090","1,069",
"1989","Arapahoe County","Bennett (part)","5","6090","0",
"1993","Adams County","Bennett (part)","1","6090","1,836",
"2003","Adams County","Bennett (part)","1","6090","1,995",
"2001","Arapahoe County","Bennett (part)","5","6090","42",
"2000","Adams County","Bennett (part)","1","6090","2,058",
"2005","Adams County","Bennett (part)","1","6090","1,932",
"2002","Adams County","Bennett (part)","1","6090","2,029",
"1993","Arapahoe County","Bennett (part)","5","6090","0",
"1981","Arapahoe County","Bennett (part)","5","6090","0",
"1989","Adams County","Bennett (part)","1","6090","1,786",
"1988","Arapahoe County","Bennett (part)","5","6090","0",
"1980","Adams County","Bennett (part)","1","6090","942",
"2002","Arapahoe County","Bennett (part)","5","6090","78",
"2001","Adams County","Bennett (part)","1","6090","2,039",
"1985","Adams County","Bennett (part)","1","6090","1,968",
"1996","Adams County","Bennett (part)","1","6090","1,993",
"1992","Adams County","Bennett (part)","1","6090","1,828",
"1996","Arapahoe County","Bennett (part)","5","6090","0",
"1998","Arapahoe County","Bennett (part)","5","6090","0",
"1991","Adams County","Bennett (part)","1","6090","1,790",
"1987","Adams County","Bennett (part)","1","6090","1,841",
"1984","Arapahoe County","Bennett (part)","5","6090","0",
"1980","Arapahoe County","Bennett (part)","5","6090","0",
"1997","Arapahoe County","Bennett (part)","5","6090","0",
"2004","Adams County","Bennett (part)","1","6090","1,952",
"1984","Adams County","Bennett (part)","1","6090","1,797",
"1983","Arapahoe County","Bennett (part)","5","6090","0",
"2005","Arapahoe County","Bennett (part)","5","6090","324",
"1995","Adams County","Bennett (part)","1","6090","1,966",
"1990","Adams County","Bennett (part)","1","6090","1,757",
"1991","Arapahoe County","Bennett (part)","5","6090","0",
"1987","Arapahoe County","Bennett (part)","5","6090","0",
"1999","Adams County","Bennett (part)","1","6090","2,024",
"2006","Arapahoe County","Bennett (part)","5","6090","335",
"2004","Arapahoe County","Bennett (part)","5","6090","298",
"1985","Arapahoe County","Bennett (part)","5","6090","0",
"1997","Adams County","Bennett (part)","1","6090","2,038",
"1999","Arapahoe County","Bennett (part)","5","6090","0",
"1995","Arapahoe County","Bennett (part)","5","6090","0",
"1983","Adams County","Bennett (part)","1","6090","1,539",
"1990","Arapahoe County","Bennett (part)","5","6090","0",
"2008","Arapahoe County","Bennett (part)","5","6090","343",
"2009","Arapahoe County","Bennett (part)","5","6090","349",
"2008","Adams County","Bennett (part)","1","6090","1,920",
"2007","Adams County","Bennett (part)","1","6090","1,908",
"2007","Arapahoe County","Bennett (part)","5","6090","339",
"2009","Adams County","Bennett (part)","1","6090","1,945",
"1998","Bent County","Bent Unincorp. Area","11","99990","3,167",
"1997","Bent County","Bent Unincorp. Area","11","99990","2,979",
"2003","Bent County","Bent Unincorp. Area","11","99990","3,796",
"1993","Bent County","Bent Unincorp. Area","11","99990","2,775",
"1984","Bent County","Bent Unincorp. Area","11","99990","3,041",
"2005","Bent County","Bent Unincorp. Area","11","99990","3,668",
"1985","Bent County","Bent Unincorp. Area","11","99990","2,960",
"1996","Bent County","Bent Unincorp. Area","11","99990","2,956",
"2004","Bent County","Bent Unincorp. Area","11","99990","3,695",
"2002","Bent County","Bent Unincorp. Area","11","99990","3,404",
"1982","Bent County","Bent Unincorp. Area","11","99990","2,980",
"1994","Bent County","Bent Unincorp. Area","11","99990","2,822",
"1999","Bent County","Bent Unincorp. Area","11","99990","3,209",
"2001","Bent County","Bent Unincorp. Area","11","99990","3,156",
"1983","Bent County","Bent Unincorp. Area","11","99990","3,099",
"1980","Bent County","Bent Unincorp. Area","11","99990","3,127",
"1995","Bent County","Bent Unincorp. Area","11","99990","2,928",
"2000","Bent County","Bent Unincorp. Area","11","99990","3,224",
"1986","Bent County","Bent Unincorp. Area","11","99990","2,962",
"1987","Bent County","Bent Unincorp. Area","11","99990","2,796",
"2006","Bent County","Bent Unincorp. Area","11","99990","3,574",
"1988","Bent County","Bent Unincorp. Area","11","99990","2,782",
"1990","Bent County","Bent Unincorp. Area","11","99990","2,567",
"1991","Bent County","Bent Unincorp. Area","11","99990","2,543",
"1992","Bent County","Bent Unincorp. Area","11","99990","2,596",
"1989","Bent County","Bent Unincorp. Area","11","99990","2,657",
"1981","Bent County","Bent Unincorp. Area","11","99990","3,096",
"2007","Bent County","Bent Unincorp. Area","11","99990","3,412",
"2008","Bent County","Bent Unincorp. Area","11","99990","3,638",
"2009","Bent County","Bent Unincorp. Area","11","99990","4,094",
"2006","Weld County","Berthoud (part)","123","6255","54",
"2005","Larimer County","Berthoud (part)","69","6255","4,831",
"1989","Larimer County","Berthoud (part)","69","6255","2,941",
"2002","Larimer County","Berthoud (part)","69","6255","5,051",
"1993","Weld County","Berthoud (part)","123","6255","0",
"1990","Weld County","Berthoud (part)","123","6255","0",
"1997","Weld County","Berthoud (part)","123","6255","14",
"1987","Weld County","Berthoud (part)","123","6255","0",
"2006","Larimer County","Berthoud (part)","69","6255","4,874",
"1981","Larimer County","Berthoud (part)","69","6255","2,429",
"1994","Weld County","Berthoud (part)","123","6255","0",
"1990","Larimer County","Berthoud (part)","69","6255","2,990",
